2,80,3/11/2020,0,0,2,ICT
0,95,3/11/2020,0,0,0,Punjab
14,171,3/11/2020,1,0,13,Sindh
0,28,3/11/2020,0,0,0,KP
0,0,3/11/2020,0,0,0,KPTD
1,18,3/11/2020,0,0,1,Balochistan
0,4,3/11/2020,0,0,0,AJK
2,26,3/11/2020,0,0,2,GB
2,85,3/12/2020,0,0,2,ICT
0,105,3/12/2020,0,0,0,Punjab
14,198,3/12/2020,2,0,12,Sindh
0,29,3/12/2020,0,0,0,KP
0,0,3/12/2020,0,0,0,KPTD
1,18,3/12/2020,0,0,1,Balochistan
0,8,3/12/2020,0,0,0,AJK
3,28,3/12/2020,0,0,3,GB
2,92,3/13/2020,0,0,2,ICT
0,110,3/13/2020,0,0,0,Punjab
15,240,3/13/2020,2,0,13,Sindh
0,30,3/13/2020,0,0,0,KP
0,0,3/13/2020,0,0,0,KPTD
1,18,3/13/2020,0,0,1,Balochistan
0,9,3/13/2020,0,0,0,AJK
3,32,3/13/2020,0,0,3,GB
3,99,3/14/2020,0,0,3,ICT
0,116,3/14/2020,0,0,0,Punjab
16,282,3/14/2020,3,0,13,Sindh
0,31,3/14/2020,0,0,0,KP
0,0,3/14/2020,0,0,0,KPTD
6,35,3/14/2020,0,0,6,Balochistan
0,10,3/14/2020,0,0,0,AJK
3,36,3/14/2020,0,0,3,GB
4,115,3/15/2020,0,0,4,ICT
0,126,3/15/2020,0,0,0,Punjab
18,315,3/15/2020,3,0,15,Sindh
0,32,3/15/2020,0,0,0,KP
0,0,3/15/2020,0,0,0,KPTD
6,42,3/15/2020,0,0,6,Balochistan
0,11,3/15/2020,0,0,0,AJK
3,45,3/15/2020,0,0,3,GB
4,147,3/16/2020,0,0,4,ICT
1,166,3/16/2020,0,0,1,Punjab
34,364,3/16/2020,3,0,32,Sindh
0,32,3/16/2020,0,0,0,KP
0,0,3/16/2020,0,0,0,KPTD
5,40,3/16/2020,0,0,10,Balochistan
0,11,3/16/2020,0,0,0,AJK
3,45,3/16/2020,0,0,3,GB
6,28,3/16/2020,0,0,0,Mobile Lab
4,581,17-Mar-20,1,0,3,ICT
1,166,3/17/2020,0,0,1,Punjab
150,554,3/17/2020,3,0,147,Sindh
15,51,3/17/2020,0,0,15,KP
0,0,3/17/2020,0,0,0,KPTD
14,163,3/17/2020,0,0,14,Balochistan
0,11,3/17/2020,0,0,0,AJK
3,45,3/17/2020,0,0,3,GB
8,627,3/18/2020,1,0,3,ICT
26,133,3/18/2020,0,0,26,Punjab
172,606,3/18/2020,3,0,169,Sindh
17,42,3/18/2020,0,0,17,KP
0,0,3/18/2020,0,0,0,KPTD
15,151,3/18/2020,0,0,15,Balochistan
0,11,3/18/2020,0,0,0,AJK
3,51,3/18/2020,0,0,5,GB
5,184,19-Mar-20,2,0,3,ICT
33,254,3/19/2020,0,0,33,Punjab
208,908,3/19/2020,3,0,205,Sindh
19,67,3/19/2020,0,2,17,KP
0,0,3/19/2020,0,0,0,KPTD
23,637,3/19/2020,0,0,23,Balochistan
1,23,3/19/2020,0,0,1,AJK
13,90,3/19/2020,0,0,11,GB
10,277,3/20/2020,2,0,8,ICT
80,872,20-Mar-20,0,0,80,Punjab
245,1210,3/20/2020,3,0,242,Sindh
23,67,3/20/2020,0,2,21,KP
0,0,3/20/2020,0,0,0,KPTD
81,805,3/20/2020,0,0,81,Balochistan
1,36,3/20/2020,0,0,1,AJK
21,143,3/20/2020,0,0,21,GB
11,325,21-Mar-20,2,0,9,ICT
96,894,21-Mar-20,0,0,96,Punjab
253,1497,3/21/2020,3,1,249,Sindh
23,130,3/21/2020,0,2,21,KP
0,0,3/21/2020,0,0,0,KPTD
81,805,3/21/2020,0,0,81,Balochistan
1,40,21-Mar-20,0,0,1,AJK
30,310,3/21/2020,0,0,30,GB
11,366,3/22/2020,2,0,9,ICT
152,1361,3/22/2020,0,0,152,Punjab
396,1497,3/22/2020,3,1,392,Sindh
31,264,3/22/2020,0,2,29,KP
0,0,3/22/2020,0,0,0,KPTD
104,1380,3/22/2020,0,0,104,Balochistan
1,42,3/22/2020,0,0,1,AJK
55,315,3/22/2020,0,0,55,GB
15,404,23-Mar-20,2,0,13,ICT
225,1436,3/23/2020,0,0,225,Punjab
333,1512,3/23/2020,4,1,328,Sindh
31,305,3/23/2020,0,3,28,KP
108,1405,3/23/2020,0,1,107,Balochistan
1,44,3/23/2020,0,0,1,AJK
71,338,3/23/2020,0,0,71,GB
15,427,3/24/2020,2,0,13,ICT
249,1436,3/24/2020,0,0,249,Punjab
394,1579,24-Mar-20,4,1,389,Sindh
38,448,3/24/2020,0,3,35,KP
110,1407,3/24/2020,0,1,109,Balochistan
1,60,3/24/2020,0,0,1,AJK
80,500,3/24/2020,0,1,79,GB
18,459,3/25/2020,2,0,16,ICT
296,1436,3/25/2020,2,1,293,Punjab
407,1579,3/25/2020,14,1,392,Sindh
78,566,3/25/2020,0,3,75,KP
110,1437,3/25/2020,0,1,109,Balochistan
1,66,3/25/2020,0,0,1,AJK
81,580,3/25/2020,0,1,80,GB
25,561,3/26/2020,2,0,8,ICT
323,1436,26-Mar-20,3,2,318,Punjab
413,1592,26-Mar-20,14,1,398,Sindh
80,704,26-Mar-20,2,3,75,KP
131,1455,26-Mar-20,0,1,130,Balochistan
1,77,26-Mar-20,0,0,1,AJK
84,624,26-Mar-20,0,1,83,GB
25,712,27-Mar-20,2,0,12,ICT
408,2257,27-Mar-20,3,3,402,Punjab
417,1592,27-Mar-20,14,1,402,Sindh
123,917,27-Mar-20,2,3,118,KP
131,1512,27-Mar-20,0,1,130,Balochistan
2,83,27-Mar-20,0,0,2,AJK
91,762,27-Mar-20,2,1,88,GB
39,1056,28-Mar-20,2,0,8,ICT
490,3310,28-Mar-20,4,5,237,Punjab
457,5158,28-Mar-20,14,1,294,Sindh
180,1121,28-Mar-20,2,3,50,KP
133,1657,28-Mar-20,2,1,122,Balochistan
2,97,28-Mar-20,0,0,2,AJK
107,832,28-Mar-20,3,1,12,GB
43,1213,29-Mar-20,2,0,11,ICT
558,3492,29-Mar-20,4,5,247,Punjab
481,5673,29-Mar-20,14,2,294,Sindh
188,1229,29-Mar-20,2,4,60,KP
138,1737,29-Mar-20,2,1,130,Balochistan
2,97,29-Mar-20,0,0,2,AJK
116,895,29-Mar-20,4,1,12,GB
51,1310,3/30/2020,3,0,13,ICT
593,3492,3/30/2020,5,6,253,Punjab
508,5945,3/30/2020,16,5,306,Sindh
195,1324,3/30/2020,2,5,60,KP
144,1710,3/30/2020,2,1,133,Balochistan
6,105,3/30/2020,0,0,6,AJK
128,862,3/30/2020,4,1,12,GB
58,1469,3/31/2020,3,0,16,ICT
652,2500,3/31/2020,5,9,303,Punjab
